
		/////////////////////////////////////////////////////////////////////////////////////////////////
        //                                                                                             //
        //      Need Help? The Trader Mod has its own Channel on the DayZ Modders Discord Server!      //
        //                                                                                             //
        //      Only Singleline Comments work. Don't use Multiline Comments!                           //
        //      /* THIS COMMENT WILL CRASH THE SERVER! */                                              //
        //      // THIS COMMENT WORKS!                                                                 //
        //                                                                                             //
        /////////////////////////////////////////////////////////////////////////////////////////////////

<CurrencyName> #tm_ruble							// Currency Name (Only used for the Text in the upper right Corner of the Trader Menu)
	<Currency> MoneyRuble1, 	1					// Currency Classname, Currency Money Value
	<Currency> MoneyRuble5, 	5
	<Currency> MoneyRuble10, 	10
	<Currency> MoneyRuble25, 	25
	<Currency> MoneyRuble50, 	50
	<Currency> MoneyRuble100, 	100


<Trader> Consume Trader								// Trader Name (first Trader has ID = 0, second Trader has ID = 1, and so on..)
	<Category> Vegetables							// Category Name
		CaninaBerry,																			*,		1,		-1	// Item Classname, Quantity, Buyvalue, Sellvalue
		SambucusBerry,																		*,		1,		-1	// Quantity * means max value; Quantity V means Vehicle; Quantity VNK means Vehicle without Key; Quantity M means Magazine; Quantity W means Weapon; Quantity S means Steack Meat; Quantity K means Key Duplication
			MSFC_GP21_Blue,																	*,		2500,		1200
			MSFC_GP21_Yellow,																*,		2500,		1200
			MSFC_Balaclava_Skull,														*,		500,		200
			MSFC_Balaclava_Black,														*,		500,		200
			MSFC_Balaclava_Green,														*,		500,		200
			MSFC_Balaclava_Desert,													*,		500,		200
			MSFC_Altyn_Green,																*,		1000,		2200
			MSFC_6B47_Black,																*,		5000,		2200
			MSFC_6B47_Green,																*,		5000,		2200
			MSFC_6B47_Desert,																*,		5000,		2200
			MSFC_6B47_Cover_Black,													*,		5000,		2200
			MSFC_6B47_Cover_Green,													*,		5000,		2200
			MSFC_6B47_Cover_Desert,													*,		5000,		2200
			MSFC_OPS_Core_Black,														*,		3000,		1100
			MSFC_OPS_Core_Green,														*,		3000,		1100
			MSFC_OPS_Core_Desert,														*,		3000,		1100
			MSFC_Facemask_Skull,														*,		900,		400
			MSFC_Facemask_Black,														*,		900,		400
			MSFC_Facemask_Green,														*,		900,		400
			MSFC_Facemask_Desert,														*,		900,		400
			MSFC_TShirt_Black_Logo,													*,		400,		200
			MSFC_Gorka_Jacket_Desert,												*,		1800,		900
			MSFC_Gorka_Jacket_Green,												*,		1800,		900
			MSFC_Gorka_Jacket_Blue,													*,		1800,		900
			MSFC_Gorka_Pants_Desert,												*,		1500,		700
			MSFC_Gorka_Pants_Green,													*,		1500,		700
			MSFC_Gorka_Pants_Blue,													*,		1500,		700
			MSFC_Headset_Black,															*,		900,		400
			MSFC_Headset_Green,															*,		900,		400
			MSFC_Headset_Desert,														*,		900,		400
			MSFC_Ballistic_Goggles_Black,										*,		700,		250
			MSFC_Ballistic_Goggles_Green,										*,		700,		250
			MSFC_Ballistic_Goggles_Desert,									*,		700,		250
			MSFC_Glasses_BBB_Comander,											*,		500,		200
			MSFC_Glasses_Bolle_Cobra,												*,		500,		200
			MSFC_Glasses_Bolle_Contour_Platinum,						*,		500,		200
			MSFC_Glasses_ESS_Crossbow,											*,		500,		200
			MSFC_Glasses_ESS_ICE,														*,		500,		200
			MSFC_Glasses_ESS_RollBar,												*,		500,		200
			MSFC_Glasses_Oakley_M_Frame,										*,		500,		200
			MSFC_Tactical_Cap_Black,												*,		500,		200
			MSFC_Tactical_Cap_Green,												*,		500,		200
			MSFC_Tactical_Cap_Desert,												*,		500,		200
			MSFC_CombatHelmet_Black,												*,		4000,		650
			MSFC_CombatHelmet_Green,												*,		4000,		650
			MSFC_CombatHelmet_Desert,												*,		4000,		650
			MSFC_ACH_Black,																	*,		1900,		800
			MSFC_ACH_Green,																	*,		1900,		800
			MSFC_ACH_Desert,																*,		1900,		800
			MSFC_ZSh12M_Black,															*,		4000,		1750
			MSFC_ZSh12M_Green,															*,		4000,		1750
			MSFC_ZSh12M_Desert,															*,		4000,		1750
			MSFC_ZSh12M_Visor_Black,												*,		4000,		1750
			MSFC_ZSh12M_Visor_Green,												*,		4000,		1750
			MSFC_ZSh12M_Visor_Desert,												*,		4000,		1750
			MSFC_ZSh12M_Visor_AbiBASS,											*,		4000,	1750
			MSFC_WarBelt_Black,															*,		2000,		900
			MSFC_WarBelt_Green,															*,		2000,		900
			MSFC_WarBelt_Desert,														*,		2000,		900
			MSFC_Pouches_Magazine_Black,										*,		1000,		500
			MSFC_Pouches_Magazine_Green,										*,		1000,		500
			MSFC_Pouches_Magazine_Desert,										*,		1000,		500
			MSFC_Pouches_EmptyMags_Black,										*,		1000,		500
			MSFC_Pouches_EmptyMags_Green,										*,		1000,		500
			MSFC_Pouches_EmptyMags_Desert,									*,		1000,		500
			MSFC_Pouches_One_Black,													*,		1000,		500
			MSFC_Pouches_One_Green,													*,		1000,		500
			MSFC_Pouches_One_Desert,												*,		1000,		500
			MSFC_Pouches_Two_Black,													*,		1000,		500
			MSFC_Pouches_Two_Green,													*,		1000,		500
			MSFC_Pouches_Two_Desert,												*,		1000,		500
			MSFC_Pouches_IFAK_Black,												*,		1000,		500
			MSFC_Pouches_IFAK_Green,												*,		1000,		500
			MSFC_Pouches_IFAK_Desert,												*,		1000,		500
			MSFC_Canteen_Black,															*,		1200,		400
			MSFC_Canteen_Green,															*,		1200,		400
			MSFC_Canteen_Desert,														*,		1200,		400
			MSFC_Case,																			*,		2000,		1000
			MSFC_FirstAidKit,																*,		1000,		650
			MSFC_Smersh_Vest_Black,													*,		1100,		500
			MSFC_Smersh_Vest_Green,													*,		1100,		500
			MSFC_Smersh_Vest_Desert,												*,		1100,	500
			MSFC_Smersh_Bag_Black,													*,		1400,		650
			MSFC_Smersh_Bag_Green,													*,		1400,		650
			MSFC_Smersh_Bag_Desert,													*,		1400,		650
			MSFC_TacticalBelt_Black,												*,		9000,		4600
			MSFC_TacticalBelt_Green,												*,		9000,		4600
			MSFC_TacticalBelt_Desert,												*,		9000,		4600
			MSFC_JPC_Vest_Black,														*,		6000,		2900
			MSFC_JPC_Vest_Green,														*,		6000,		2900
			MSFC_JPC_Vest_Desert,														*,		6000,		2900
			MSFC_TacTec_Vest_Black,													*,		5300,		2650
			MSFC_TacTec_Vest_Green,													*,		5300,		2650
			MSFC_TacTec_Vest_Desert,												*,		5300,		2650
			MSFC_6B45_Vest_Black,														*,		7000,		3500
			MSFC_6B45_Vest_Green,														*,		7000,		3500
			MSFC_6B45_Vest_Desert,													*,		7000,	3500
			MSFC_OPS_Core_Visor_Black,											*,		2500,		1200
			MSFC_OPS_Core_Visor_Green,											*,		2500,		1200
			MSFC_OPS_Core_Visor_Desert,											*,		2500,		1200
			MSFC_MTV_Vest_Black,														*,		8000,		3500
			MSFC_MTV_Vest_Green,														*,		8000,		3500
			MSFC_MTV_Vest_Desert,														*,		8000,		3500
			MSFC_Defender_Vest_Green,												*,		7000,		3500
			MSFC_Defender_Vest_Black,												*,		7000,		3500
			MSFC_Defender_Vest_Desert,											*,		7000,	3500
			MSFC_CargoBag_Black,														*,		4200,		1900
			MSFC_CargoBag_Green,														*,		4200,		1900
			MSFC_CargoBag_De4200sert,												*,		4200,		1900
			MSFC_PegasusBag_Black,													*,		8000,		3900
			MSFC_PegasusBag_Green,													*,		8000,		3900
			MSFC_PegasusBag_Desert,													*,		8000,		3900
			MSFC_MilitaryTacticalBag30L_Black,							*,		5500,		2000
			MSFC_MilitaryTacticalBag30L_Green,							*,		5500,		2000
			MSFC_MilitaryTacticalBag30L_Desert,							*,		5500,		2000
			MSFC_MilitaryTacticalBag70L_Black,							*,		12000,		6500
			MSFC_MilitaryTacticalBag70L_Green,							*,		12000,		6500
			MSFC_MilitaryTacticalBag70L_Desert,							*,		12000,		6500
			MSFC_G3Pants_Black,															*,		1500,		700
			MSFC_G3Pants_Green,															*,		1500,		700
			MSFC_G3Pants_Desert,														*,		1500,		700
			MSFC_PlateCarrier_Vest_Black,										*,		5000,		2500
			MSFC_PlateCarrier_Vest_Green,										*,		5000,		2500
			MSFC_PlateCarrier_Vest_Desert,									*,		5000,		2500
			MSFC_PlateCarrier_Holster_Black,								*,		5000,		2500
			MSFC_PlateCarrier_Pouches_Black,								*,		5000,		2500
			MSFC_PlateCarrier_Holster_Green,								*,		5000,		2500
			MSFC_PlateCarrier_Pouches_Green,								*,		5000,		2500
			MSFC_PlateCarrier_Holster_Desert,								*,		5000,		2500
			MSFC_PlateCarrier_Pouches_Desert,								*,		5000,		2500
			//MSFC_MPC_Vest_Black,													*,		1000,		650
			//MSFC_MPC_Vest_Green,													*,		1000,		650
			//MSFC_MPC_Vest_Desert,													*,		1000,		650

	<Category> Armbands
		Armband_Pink,																			*,		150,		50
		Armband_Yellow,																		*,		150,		50
		Armband_Orange,																		*,		150,		50
		Armband_Red,																			*,		150,		50
		Armband_Blue,																			*,		150,		50
		Armband_White,																		*,		150,		50
		Armband_Black,																		*,		150,		50
		Armband_Green,																		*,		150,		50
		RollingPapers_Jest,                						 *,      100,    50
		joint_mung,                        						 *,      100,    50
		cigarette_mung,			           							   *,		   100,	 	50
		cigar_mung,			               							   *,		   100,	 50
		sherlockpipe_mung,                  					 *,      100,    50

	<Category> Gloves
		SurgicalGloves_LightBlue,													*,		200,		100
		SurgicalGloves_Blue,															*,		200,		100
		SurgicalGloves_White,															*,		200,		100
		SurgicalGloves_Green,															*,		200,		100
		WorkingGloves_Yellow,															*,		250,		100
		WorkingGloves_Beige,															*,		300,		100
		WorkingGloves_Brown,															*,		300,		100
		WorkingGloves_Black,															*,		300,		100
		TacticalGloves_Beige,															*,		350,		100
		TacticalGloves_Black,															*,		350,		100
		TacticalGloves_Green,															*,		350,		100
		OMNOGloves_Gray,																	*,		400,		120
		OMNOGloves_Brown,																	*,		400,		120
		NBCGlovesGray,																		*,		650,		200

	<Category> Hats & Caps
		MedicalScrubsHat_Blue,														*,		200,		100
		MedicalScrubsHat_White,														*,		200,		100
		MedicalScrubsHat_Green,														*,		200,		100
		Bandana_Polkapattern,															*,		600,		100
		Bandana_Redpattern,																*,		200,		100
		Bandana_Blackpattern,															*,		200,		100
		Bandana_Greenpattern,															*,		200,		100
		Bandana_Camopattern,															*,		200,		100
		BaseballCap_CMMG_Pink,														*,		200,		100
		BaseballCap_Pink,																	*,		200,		100
		BaseballCap_Red,																	*,		200,		100
		BaseballCap_Blue,																	*,		200,		100
		BaseballCap_Beige,																*,		200,		100
		BaseballCap_CMMG_Black,														*,		200,		100
		BaseballCap_Black,																*,		200,		100
		BaseballCap_Olive,																*,		200,		100
		BaseballCap_Camo,																	*,		200,		100
		PrisonerCap,																			*,		200,		100
		BoonieHat_Orange,																	*,		200,		100
		BoonieHat_Red,																		*,		200,		100
		BoonieHat_Blue,																		*,		200,		100
		BoonieHat_NavyBlue,																*,		200,		100
		BoonieHat_Black,																	*,		200,		100
		BoonieHat_Tan,																		*,		200,		100
		BoonieHat_Olive,																	*,		200,		100
		BoonieHat_DPM,																		*,		200,		100
		BoonieHat_Dubok,																	*,		200,		100
		BoonieHat_Flecktran,															*,		200,		100
		CowboyHat_Brown,																	*,		200,		100
		CowboyHat_darkBrown,															*,		200,		100
		CowboyHat_black,																	*,		200,		100
		CowboyHat_green,																	*,		200,		100
		PilotkaCap,																				*,		300,		150
		OfficerHat,																				*,		300,		150
		PoliceCap,																				*,		300,		150
		MilitaryBeret_ChDKZ,															*,		300,		150
		MilitaryBeret_Red,																*,		300,		150
		MilitaryBeret_UN,																	*,		300,		150
		MilitaryBeret_CDF,																*,		300,		150
		MilitaryBeret_NZ,																	*,		300,		150
		BeanieHat_Pink,																		*,		300,		150
		BeanieHat_Red,																		*,		300,		150
		BeanieHat_Blue,																		*,		300,		150
		BeanieHat_Grey,																		*,		300,		150
		BeanieHat_Beige,																	*,		300,		150
		BeanieHat_Brown,																	*,		300,		150
		BeanieHat_Black,																	*,		310,		150
		BeanieHat_Green,																	*,		320,		150
		FlatCap_Red,																			*,		320,		150
		FlatCap_Blue,																			*,		320,		150
		FlatCap_BrownCheck,																*,		320,		150
		FlatCap_GreyCheck,																*,		320,		150
		FlatCap_Grey,																			*,		320,		150
		FlatCap_Brown,																		*,		320,		8150
		FlatCap_Black,																		*,		320,		150
		FlatCap_BlackCheck,																*,		320,		150
		ZmijovkaCap_Red,																	*,		360,		150
		ZmijovkaCap_Blue,																	*,		360,		150
		ZmijovkaCap_Brown,																*,		360,		150
		ZmijovkaCap_Black,																*,		370,		150
		ZmijovkaCap_Green,																*,		380,		150
		RadarCap_Red,																			*,		400,		100
		RadarCap_Blue,																		*,		400,		150
		RadarCap_Brown,																		*,		400,		150
		RadarCap_Black,																		*,		420,		150
		RadarCap_Green,																		*,		450,		120
		Ushanka_Blue,																			*,		500,		150
		Ushanka_Black,																		*,		500,		150
		Ushanka_Green,																		*,		550,		180
		strawhat_mung,                  					     		*,    100,    50
		jesterhat_mung,                 					     		*,    100,    50
		teddyhead_mung,			          							   		*,	  200,	 100
		NBCHoodGray,																			*,		5000,	2200

	<Category> Helmets
		ConstructionHelmet_Yellow,												*,	300,	150
		ConstructionHelmet_Orange,												*,	300,	150
		ConstructionHelmet_Red,														*,		300,	150
		ConstructionHelmet_Blue,													*,		300,	150
		ConstructionHelmet_White,													*,		300,	150
		ConstructionHelmet_Lime,													*,		330,	150
		SkateHelmet_Red,																	*,		400,		200
		SkateHelmet_Blue,																	*,		400,		200
		SkateHelmet_Gray,																	*,		400,		200
		SkateHelmet_Black,																*,		400,		200
		SkateHelmet_Green,																*,		400,		200
		HockeyHelmet_Red,																	*,		500,		250
		HockeyHelmet_Blue,																*,		500,		250
		HockeyHelmet_White,																*,		500,		250
		HockeyHelmet_Black,																*,		500,		250
		DirtBikeHelmet_Mouthguard,												*,		600,	250
		DirtBikeHelmet_Visor,															*,		600,		250
		DirtBikeHelmet_Red,																*,		600,		250
		DirtBikeHelmet_Blue,															*,		600,		250
		DirtBikeHelmet_Police,														*,		600,		250
		DirtBikeHelmet_Green,															*,		600,		250
		DirtBikeHelmet_Chernarus,													*,		600,		250
		DirtBikeHelmet_Black,															*,		600,		250
		DirtBikeHelmet_Khaki,															*,		600,		250
		MotoHelmet_Red,																		*,		400,		180
		MotoHelmet_Blue,																	*,		400,		180
		MotoHelmet_White,																	*,		400,		180
		MotoHelmet_Lime,																	*,		400,		180
		MotoHelmet_Grey,																	*,		400,		180
		MotoHelmet_Black,																	*,		400,		200
		MotoHelmet_Green,																	*,		400,		220
		DarkMotoHelmet_Red,																*,		400,		250
		DarkMotoHelmet_Blue,															*,		400,		250
		DarkMotoHelmet_White,															*,		400,		250
		DarkMotoHelmet_Lime,															*,		400,		250
		DarkMotoHelmet_Grey,															*,		400,		250
		DarkMotoHelmet_Black,															*,		400,		250
		DarkMotoHelmet_Green,															*,		400,		250
		TankerHelmet,																			*,		400,	250
		GreatHelm,																				*,		1200,	400
		ZSh3PilotHelmet,																	*,		1300,	450
		FirefightersHelmet_Yellow,												*,		1500,	600
		FirefightersHelmet_Red,														*,		1500,	600
		FirefightersHelmet_White,												  *,		1500,	600
		Mich2001Helmet,																		*,		1500,	600
		GorkaHelmetVisor,																	*,		5000,	2000
		GorkaHelmet,																			*,		1900,	500
		Ssh68Helmet,																			*,		2500,	800
		BallisticHelmet_UN,																*,		2500,	800
		BallisticHelmet_Black,														*,		3000,	2500
		BallisticHelmet_Green,														*,		3500,	2100
		m52helmet_mung,			             								  *,		1000,	500

	<Category> Masks
		SurgicalMask,																			*,		150,		50
		BandanaMask_PolkaPattern,													*,		250,		100
		BandanaMask_RedPattern,														*,		250,		100
		BandanaMask_BlackPattern,													*,		250,		100
		BandanaMask_GreenPattern,													*,		300,		150
		BandanaMask_CamoPattern,													*,		350,		100
		bandana_mung,                   					     		*,    350,    150
		NioshFaceMask,																		*,		400,		200
		HockeyMask,																				*,		400,		200
		//HoxtonMask,																			*,		400,		200
		//WolfMask,																				*,		400,		200
		//DallasMask,																			*,		400,		200
		Balaclava3Holes_Blue,															*,		500,		250
		Balaclava3Holes_Beige,														*,		500,		250
		Balaclava3Holes_Black,														*,		550,		250
		Balaclava3Holes_Green,														*,		600,		350
		WeldingMask,																			*,		700,		300
		GP5GasMask,																				*,		1200,		400
		clownmask_mung,			            							 		*,		500,	 	250
		hannibal_mask_mung,                 					 		*,    500,    250
		mag3_gasmask_mung,			         							 		*,	  400,	 	200
		stalker_gasmask_white_mung,         					 		*,    500,    250
		stalker_gasmask_black_mung,         					 		*,    500,    250

	<Category> Shirts
		TShirt_OrangeWhiteStripes,												*,		300,		100
		TShirt_RedBlackStripes,														*,		300,		100
		TShirt_Red,																				*,		300,		100
		TShirt_Blue,																			*,		300,		100
		TShirt_White,																			*,		300,		100
		TShirt_Grey,																			*,		300,		100
		TShirt_Beige,																			*,		300,		100
		TShirt_Black,																			*,		300,		100
		TShirt_Green,																			*,		300,		100
		TelnyashkaShirt,																	*,		300,		100
		Shirt_RedCheck,																		*,		300,		100
		Shirt_BlueCheckBright,														*,		300,		100
		Shirt_BlueCheck,																	*,		300,		100
		Shirt_WhiteCheck,																	*,		300,		100
		Shirt_PlaneBlack,																	*,		300,		100
		Shirt_GreenCheck,																	*,		300,		100
		Blouse_Violet,																		*,		300,		100
		Blouse_Blue,																			*,		300,		100
		Blouse_White,																			*,		300,		100
		Blouse_Green,																			*,		300,		100
		MedicalScrubsShirt_Blue,													*,		300,		150
		MedicalScrubsShirt_White, 												*,		300,		150
		MedicalScrubsShirt_Green, 												*,		300,		150
		ChernarusSportShirt,															*,		300,		150
		TacticalShirt_Grey,																*,		1200,		600
		TacticalShirt_Tan,																*,		1200,		600
		TacticalShirt_Black,															*,		1200,		600
		TacticalShirt_Olive,															*,		1200,		600

	<Category> Hoodies & Sweater
		Sweater_Red,																			*,		200,		100
		Sweater_Blue,																			*,		200,		100
		Sweater_Gray,																			*,		200,		100
		Sweater_Green,																		*,		200,		100
		//Hoodie_DrJ0nes,																	*,		300,		150
		//Hoodie_GraffitiTiles,														*,		300,		100
		Hoodie_Red,																				*,		300,		100
		Hoodie_Blue,																			*,		300,		100
		Hoodie_Grey,																			*,		300,		100
		Hoodie_Brown,																			*,		300,		100
		Hoodie_Black,																			*,		300,		100
		Hoodie_Green,																			*,		350,		150

	<Category> Vests
		ReflexVest,																				*,		300,		100
		PoliceVest,																				*,		800,		400
		HuntingVest,																			*,		800,		400
		PressVest_LightBlue,															*,		1100,		500
		PressVest_Blue,																		*,		1100,		500
		UKAssVest_Black,																	*,		1100,		500
		UKAssVest_Khaki,																	*,		1100,		500
		UKAssVest_Olive,																	*,		1100,		500
		UKAssVest_Camo,																		*,		1100,		500
		SmershVest,																				*,		900,		400
		HighCapacityVest_Black,														*,		2000,		900
		HighCapacityVest_Olive,														*,		2000,		900
		PlateCarrierVest,																	*,		5000,		2200

	<Category> Jackets & Coats
		LabCoat,																					*,		300,		100
		TrackSuitJacket_Red,															*,		300,		100
		TrackSuitJacket_LightBlue,												*,		300,		100
		TrackSuitJacket_Blue,															*,		300,		100
		TrackSuitJacket_Black,														*,		300,		100
		TrackSuitJacket_Green,														*,		300,		100
		DenimJacket,																			*,		300,		100
		ManSuit_Blue,																			*,		300,		100
		ManSuit_White,																		*,		300,		100
		ManSuit_LightGrey,																*,		300,		100
		ManSuit_DarkGrey,																	*,		300,		100
		ManSuit_Beige,																		*,		300,		100
		ManSuit_Brown,																		*,		300,		100
		ManSuit_Black,																		*,		300,		100
		ManSuit_Khaki,																		*,		300,		100
		WomanSuit_Blue,																		*,		300,		100
		WomanSuit_White,																	*,		300,		100
		WomanSuit_LightGrey,															*,		300,		100
		WomanSuit_DarkGrey,																*,		300,		100
		WomanSuit_Beige,																	*,		300,		100
		WomanSuit_Brown,																	*,		300,		100
		WomanSuit_Black,																	*,		300,		100
		WomanSuit_Khaki,																	*,		300,		100
		WoolCoat_Red,																			*,		300,		100
		WoolCoat_RedCheck,																*,		300,		100
		WoolCoat_Blue,																		*,		300,		100
		WoolCoat_BlueCheck,																*,		300,		100
		WoolCoat_GreyCheck,																*,		300,		100
		WoolCoat_BrownCheck,															*,		300,		100
		WoolCoat_Beige,																		*,		300,		100
		WoolCoat_Black,																		*,		300,		100
		WoolCoat_BlackCheck,															*,		300,		100
		WoolCoat_Green,																		*,		300,		100
		RidersJacket_Black,																*,		300,		100
		FirefighterJacket_Beige,													*,		300,		100
		FirefighterJacket_Black,													*,		300,		100
		JumpsuitJacket_Red,																*,		300,		100
		JumpsuitJacket_Blue,															*,		300,		100
		JumpsuitJacket_Gray,															*,		300,		100
		JumpsuitJacket_Green,															*,		300,		100
		BomberJacket_Maroon,															*,		300,		100
		BomberJacket_SkyBlue,															*,		300,		100
		BomberJacket_Blue,																*,		300,		100
		BomberJacket_Grey,																*,		300,		100
		BomberJacket_Brown,																*,		300,		100
		BomberJacket_Black,																*,		300,		100
		BomberJacket_Olive,																*,		300,		100
		QuiltedJacket_Orange,															*,		300,		100
		QuiltedJacket_Yellow,															*,		300,		100
		QuiltedJacket_Red,																*,		300,		100
		QuiltedJacket_Violet,															*,		300,		100
		QuiltedJacket_Blue,																*,		300,		100
		QuiltedJacket_Grey,																*,		300,		100
		QuiltedJacket_Black,															*,		300,		100
		QuiltedJacket_Green,															*,		300,		100
		PrisonUniformJacket,															*,		300,		150
		PoliceJacketOrel,																	*,		320,		150
		PoliceJacket,																			*,		340,		150
		ParamedicJacket_Crimson,													*,		360,		150
		ParamedicJacket_Blue,															*,		360,		150
		ParamedicJacket_Green,														*,		360,		150
		HikingJacket_Red,																	*,		360,		150
		HikingJacket_Blue,																*,		380,		150
		HikingJacket_Black,																*,		380,		150
		HikingJacket_Green,																*,		400,		200
		Raincoat_Pink,																		*,		700,		300
		Raincoat_Orange,																	*,		700,		300
		Raincoat_Yellow,																	*,		700,		300
		Raincoat_Red,																			*,		700,		300
		Raincoat_Blue,																		*,		700,		350
		Raincoat_Black,																		*,		800,		400
		Raincoat_Green,																		*,		1000,	500
		TTsKOJacket_Camo,																	*,		1000,	500
		BDUJacket,																				*,		1500,	700
		HuntingJacket_Winter,															*,		1600,	900
		HuntingJacket_Brown,															*,		1600,	900
		HuntingJacket_Autumn,															*,		1600,	900
		HuntingJacket_Spring,															*,		1600,	900
		HuntingJacket_Summer,															*,		1600,	900
		M65Jacket_Tan,																		*,		1500,	700
		M65Jacket_Black,																	*,		1500,	700
		M65Jacket_Khaki,																	*,		1500,	700
		M65Jacket_Olive,																	*,		1500,	700
		GorkaEJacket_Autumn,															*,		1500,	700
		GorkaEJacket_Flat,																*,		1500,	700
		GorkaEJacket_PautRev,															*,		1500,	700
		GorkaEJacket_Summer,															*,		1500,	700
		USMCJacket_Desert,																*,		1500,	700
		USMCJacket_Woodland,															*,		1500,	700
		Msp_SantaJacket,																	*,		800,	300
		NBCJacketGray,																		*,		5000,	2200

	<Category> Skirts & Dresses
		Skirt_Yellow,																			*,		300,		100
		Skirt_Red,																				*,		300,		100
		Skirt_Blue,																				*,		300,		100
		Skirt_White,																			*,		300,		100
		MiniDress_Pink,																		*,		350,		100
		MiniDress_PinkChecker,														*,		350,		100
		MiniDress_RedChecker,															*,		350,		100
		MiniDress_BlueChecker,														*,		350,		100
		MiniDress_BlueWithDots,														*,		350,		100
		MiniDress_WhiteChecker,														*,		350,		100
		MiniDress_BrownChecker,														*,		350,		100
		MiniDress_GreenChecker,														*,		350,		100
		NurseDress_Blue,																	*,		400,		100
		NurseDress_White,																	*,		400,		100

	<Category> Pants
		MedicalScrubsPants_Blue,													*,		100,		50
		MedicalScrubsPants_White,													*,		100,		50
		MedicalScrubsPants_Green,													*,		100,		50
		TrackSuitPants_Red,																*,		150,		50
		TrackSuitPants_LightBlue,													*,		150,		50
		TrackSuitPants_Blue,															*,		150,		50
		TrackSuitPants_Black,															*,		150,		50
		TrackSuitPants_Green,															*,		150,		50
		PrisonUniformPants,																*,		170,		50
		Breeches_Pink,																		*,		200,		50
		Breeches_Red,																			*,		200,		100
		Breeches_Blue,																		*,		200,		100
		Breeches_White,																		*,		200,		100
		Breeches_Beetcheck,																*,		200,		100
		Breeches_Beige,																		*,		210,		100
		Breeches_Browncheck,															*,		210,		100
		Breeches_Black,																		*,		220,		100
		Breeches_Blackcheck,															*,		220,		100
		Breeches_Green,																		*,		240,		100
		SlacksPants_Blue,																	*,		200,		100
		SlacksPants_White,																*,		200,		100
		SlacksPants_LightGrey,														*,		200,		100
		SlacksPants_DarkGrey,															*,		280,			100
		SlacksPants_Beige,																*,		200,		100
		SlacksPants_Brown,																*,		210,		100
		SlacksPants_Black,																*,		220,		100
		SlacksPants_Khaki,																*,		240,		100
		CanvasPantsMidi_Red,															*,		240,		100
		CanvasPantsMidi_Violet,														*,		240,		100
		CanvasPantsMidi_Blue,															*,		240,		100
		CanvasPantsMidi_Grey,															*,		240,		100
		CanvasPantsMidi_Beige,														*,		250,		100
		CanvasPants_Red,																	*,		260,		100
		CanvasPants_Violet,																*,		260,		100
		CanvasPants_Blue,																	*,		260,		100
		CanvasPants_Grey,																	*,		260,		100
		CanvasPants_Beige,																*,		280,		100
		JumpsuitPants_Red,																*,		280,			100
		JumpsuitPants_Blue,																*,		280,		100
		JumpsuitPants_Grey,																*,		280,		100
		JumpsuitPants_Green,															*,		280,		100
		PolicePants,																			*,		280,		100
		ParamedicPants_Crimson,														*,		350,		150
		ParamedicPants_Blue,															*,		350,		150
		ParamedicPants_Green,															*,		350,		150
		FirefightersPants_Beige,													*,		350,		150
		FirefightersPants_Black,													*,		350,		150
		CargoPants_Blue,																	*,		350,		150
		CargoPants_Grey,																	*,		350,		150
		CargoPants_Beige,																	*,		350,		150
		CargoPants_Black,																	*,		350,		150
		CargoPants_Green,																	*,		350,		150
		ShortJeans_Red,																		*,		380,		150
		ShortJeans_Blue,																	*,		380,		150
		ShortJeans_Darkblue,															*,		380,		150
		ShortJeans_Brown,																	*,		380,		150
		ShortJeans_Black,																	*,		400,		200
		ShortJeans_Green,																	*,		420,		200
		Jeans_Blue,																				*,		400,		200
		Jeans_BlueDark,																		*,		400,		200
		Jeans_Grey,																				*,		400,		200
		Jeans_Brown,																			*,		400,		200
		Jeans_Black,																			*,		420,		200
		Jeans_Green,																			*,		450,		200
		TTSKOPants,																				*,		550,		200
		BDUPants,																					*,		650,		200
		USMCPants_Desert,																	*,		650,		200
		USMCPants_Woodland,																*,		700,		200
		PolicePantsOrel,																	*,		700,		200
		HunterPants_Winter,																*,		1400,	600
		HunterPants_Brown,																*,		1400,	600
		HunterPants_Spring,																*,		1400,	600
		HunterPants_Autumn,																*,		1400,	600
		HunterPants_Summer,																*,		1400,	600
		GorkaPants_Flat,																	*,		1500,	700
		GorkaPants_PautRev,																*,		1500,	700
		GorkaPants_Autumn,																*,		1500,	700
		GorkaPants_Summer,																*,		1500,	700
		NBCPantsGray,																			*,		5000,	2200

	<Category> Shoes & Boots
		AthleticShoes_Blue,																*,		370,		100
		AthleticShoes_Grey,																*,		300,		100
		AthleticShoes_Brown,															*,		300,		100
		AthleticShoes_Black,															*,		330,		100
		AthleticShoes_Green,															*,		330,		100
		JoggingShoes_Violet,															*,		300,		100
		JoggingShoes_Red,																	*,		300,		100
		JoggingShoes_Blue,																*,		300,		100
		JoggingShoes_White,																*,		300,		100
		JoggingShoes_Black,																*,		300,		100
		Sneakers_Red,																			*,		300,		100
		Sneakers_White,																		*,		300,		100
		Sneakers_Gray,																		*,		300,		100
		Sneakers_Black,																		*,		310,		100
		Sneakers_Green,																		*,		320,		100
		DressShoes_White,																	*,		320,		100
		DressShoes_Brown,																	*,		350,		100
		DressShoes_Black,																	*,		350,		100
		DressShoes_Beige,																	*,		350,		100
		DressShoes_Sunburst,															*,		350,		150
